report_section,report_category,change_id,area,change_type,difference_category,identifier,section,page,old_page,new_page,preview,display_title,old_value,new_value,detail,similarity
Critical Changes,Numeric changes,CHG-0221,requirement,modified,numeric_value_change,"Hart ID (mhartid) register partial$bytefield/mhartid.edn  In certain cases, we must ensure exactly one hart runs som...",,38,36,38,"Hart ID (mhartid) register partial$bytefield/mhartid.edn  In certain cases, we must ensure exactly one hart runs som...",Requirement modified,"MXLEN-1 0 Hart ID MXLEN  In certain cases, we must ensure exactly one hart runs some code (e.g., at reset), and so require one hart to have a known hart ID of zero.","Hart ID (mhartid) register partial$bytefield/mhartid.edn  In certain cases, we must ensure exactly one hart runs some code (e.g., at reset), and so require one hart to have a known hart ID of zero.",Changed 'mxlen-1 0' to '',0.8485
Critical Changes,Numeric changes,CHG-0222,requirement,modified,numeric_value_change,"Any level of PTE may be a leaf PTE, so in addition to 4 KiB pages, Sv48 supports 2 MiB megapages, 1 GiB gigapages, an...",,144,148,144,"Any level of PTE may be a leaf PTE, so in addition to 4 KiB pages, Sv48 supports 2 MiB megapages, 1 GiB gigapages, an...",Requirement modified,"Any level of PTE may be a leaf PTE, so in addition to pages, Sv48 supports megapages, gigapages, and terapages, each of which must be virtually and physically aligned to a boundary equal to its size.","Any level of PTE may be a leaf PTE, so in addition to 4 KiB pages, Sv48 supports 2 MiB megapages, 1 GiB gigapages, and 512 GiB terapages, each of which must be virtually and physically aligned to a boundary equal to its size.",Changed '' to '4 kib',0.8208
Critical Changes,Numeric changes,CHG-0223,requirement,modified,numeric_value_change,A consequence of implementations being permitted to read the translation data structures arbitrarily early and specul...,,141,145,141,A consequence of implementations being permitted to read the translation data structures arbitrarily early and specul...,Requirement modified,"A consequence of implementations being permitted to read the translation data structures arbitrarily early and speculatively is that at any time, all page table entries 12.3.","A consequence of implementations being permitted to read the translation data structures arbitrarily early and speculatively is that at any time, all page table entries reachable by executing the algorithm may be loaded into the address-translation cache.",Changed '12.3.' to 'reachable by executing the algorithm may be loaded into the address-translation cache.',0.7925
Critical Changes,Requirement changes,CHG-0224,requirement,modified,substantive_wording_change,"instruction may generate multiple memory operations, which may not be mutually atomic.",,80,77,80,"instruction may generate multiple memory operations, which may not be mutually atomic.",Requirement modified,"Note that a single instruction may generate multiple accesses, which may not be mutually atomic.","instruction may generate multiple memory operations, which may not be mutually atomic.",Changed 'note that a single' to '',0.7802
Critical Changes,Requirement changes,CHG-0225,requirement,removed,requirement_removed,"Alternatively, the original CSR definition must specify that subfields can only be updated atomically, which may requ...",,28,28,,"Alternatively, the original CSR definition must specify that subfields can only be updated atomically, which may requ...",Requirement removed,"Alternatively, the original CSR definition must specify that subfields can only be updated atomically, which may require a two-instruction clear bit/set bit sequence in general that can be problematic if intermediate values are not legal.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0226,requirement,removed,requirement_removed,"MXLEN-1 2 1 0 BASE[MXLEN-1:2] (WARL) MODE (WARL) MXLEN-2 2 The mtvec register must always be implemented, but can con...",,46,46,,"MXLEN-1 2 1 0 BASE[MXLEN-1:2] (WARL) MODE (WARL) MXLEN-2 2 The mtvec register must always be implemented, but can con...",Requirement removed,"MXLEN-1 2 1 0 BASE[MXLEN-1:2] (WARL) MODE (WARL) MXLEN-2 2 The mtvec register must always be implemented, but can contain a read-only value.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0227,requirement,removed,requirement_removed,0b11 | OR | XS==0b11 OR VS==0b11)). This allows privileged code to quickly determine when no additional context save ...,,46,46,,0b11 | OR | XS==0b11 OR VS==0b11)). This allows privileged code to quickly determine when no additional context save ...,Requirement removed,"0b11 | OR | XS==0b11 OR VS==0b11)). This allows privileged code to quickly determine when no additional context save is required beyond the integer register set and pc. The floating-point unit state is always initialized, saved, and restored using standard instructions (F, D, and/or Q), and privileged code must be aware of FLEN to determine the appropriate space to reserve for each f register. Machine and Supervisor modes share a single copy of the FS, VS, and XS bits. Supervisor-level software normally uses the FS, VS, and XS bits directly to record the status with respect to the supervisor-level saved context. Machine-level software must be more conservative in saving and restoring the extension state in their corresponding version of the context.  In any reasonable use case, the number of context switches between user and supervisor level should far outweigh the number of context switches to other privilege levels. Note that coprocessors should not require their context to be saved and restored to service asynchronous interrupts, unless the interrupt results in a user-level context swap. 3.1.6.8. Previous Expected Landing Pad (ELP) State in mstatus Register The Zicfilp extension adds the SPELP and MPELP fields that hold the previous ELP, and are updated as specified in Section 22.1.2. The x PELP fields are encoded as follows: ⚫0-NO_LP_EXPECTED-no landing pad instruction expected. ⚫1-LP_EXPECTED-a landing pad instruction is expected. 3.1.7. Machine Trap-Vector Base-Address (mtvec) Register The mtvec register is an MXLEN-bit WARL read/write register that holds trap vector configuration, consisting of a vector base address (BASE) and a vector mode (MODE). MXLEN-1",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0228,requirement,removed,requirement_removed,"Similarly, an implementation shall not fix as read-3.1.",,47,47,,"Similarly, an implementation shall not fix as read-3.1.",Requirement removed,"Similarly, an implementation shall not fix as read-3.1.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0229,requirement,removed,requirement_removed,Bits of mie that are not writable must be read-only zero.,,49,49,,Bits of mie that are not writable must be read-only zero.,Requirement removed,Bits of mie that are not writable must be read-only zero.,,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0230,requirement,removed,requirement_removed," The Sv32 page-based virtual-memory scheme described in Section 12.3 supports 34-bit physical addresses for RV32, so...",,75,75,," The Sv32 page-based virtual-memory scheme described in Section 12.3 supports 34-bit physical addresses for RV32, so...",Requirement removed," The Sv32 page-based virtual-memory scheme described in Section 12.3 supports 34-bit physical addresses for RV32, so the PMP scheme must support addresses wider than XLEN for RV32.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0231,requirement,removed,requirement_removed,The effective privilege mode for implicit page-Implementations with virtual memory are permitted to perform address t...,,78,78,,The effective privilege mode for implicit page-Implementations with virtual memory are permitted to perform address t...,Requirement removed,"The effective privilege mode for implicit page-Implementations with virtual memory are permitted to perform address translations speculatively and earlier than required by an explicit memory access, and are permitted to cache them in address translation cache structures—including possibly caching the identity mappings from effective address to physical address used in Bare translation modes and M-mode.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0232,requirement,removed,requirement_removed,"All mseccfg fields defined on this proposal are WARL, and the remaining bits are reserved for future standard use and...",,91,91,,"All mseccfg fields defined on this proposal are WARL, and the remaining bits are reserved for future standard use and...",Requirement removed,"All mseccfg fields defined on this proposal are WARL, and the remaining bits are reserved for future standard use and should always read zero.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0233,requirement,removed,requirement_removed,"The reset value of mseccfg is implementation-specific, otherwise if backwards compatibility is a requirement it shoul...",,91,91,,"The reset value of mseccfg is implementation-specific, otherwise if backwards compatibility is a requirement it shoul...",Requirement removed,"The reset value of mseccfg is implementation-specific, otherwise if backwards compatibility is a requirement it should reset to zero on hard reset.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0234,requirement,removed,requirement_removed,Bits on pmpcfg register Result 1 0 1 0 Locked Shared code region: Execute only on both M and S/U mode.* 1 0 1 1 Locke...,,93,93,,Bits on pmpcfg register Result 1 0 1 0 Locked Shared code region: Execute only on both M and S/U mode.* 1 0 1 1 Locke...,Requirement removed,"Bits on pmpcfg register Result 1 0 1 0 Locked Shared code region: Execute only on both M and S/U mode.* 1 0 1 1 Locked Shared code region: Execute only on S/U mode, read/execute on M mode.* 1 1 0 0 Locked Read-only region* Access Exception 1 1 0 1 Locked Read/Execute region* Access Exception 1 1 1 0 Locked Read/Write region* Access Exception 1 1 1 1 Locked Shared data region: Read only on both M and S/U mode.* : *Locked rules cannot be removed or modified until a PMP reset, unless mseccfg.RLB is set.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0235,requirement,removed,requirement_removed,"segments between M-mode and S/U-mode, mseccfg.RLB needs to be implemented, or else such rules can only be added toget...",,96,96,,"segments between M-mode and S/U-mode, mseccfg.RLB needs to be implemented, or else such rules can only be added toget...",Requirement removed,"segments between M-mode and S/U-mode, mseccfg.RLB needs to be implemented, or else such rules can only be added together with mseccfg.MML being set on PMP Reset.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0236,requirement,removed,requirement_removed,A hypervisor running in S-mode without the benefit of the hypervisor extension of Chapter 21 may need to emulate a de...,,133,133,,A hypervisor running in S-mode without the benefit of the hypervisor extension of Chapter 21 may need to emulate a de...,Requirement removed,A hypervisor running in S-mode without the benefit of the hypervisor extension of Chapter 21 may need to emulate a device for U-mode if paravirtualization cannot be employed.,,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0237,requirement,removed,requirement_removed,The hart must not perform the memory access that caused 12.3.,,142,142,,The hart must not perform the memory access that caused 12.3.,Requirement removed,The hart must not perform the memory access that caused 12.3.,,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0238,requirement,removed,requirement_removed," This implies, for example, that an Sv48 implementation may not use two separate 4B reads to non-atomically access a...",,144,144,," This implies, for example, that an Sv48 implementation may not use two separate 4B reads to non-atomically access a...",Requirement removed," This implies, for example, that an Sv48 implementation may not use two separate 4B reads to non-atomically access a single 8B PTE, and that A/D bit updates performed 12.3.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0239,requirement,removed,requirement_removed,"Any level of PTE may be a leaf PTE, so in addition to pages, Sv57 supports megapages, gigapages, terapages, and petap...",,149,149,,"Any level of PTE may be a leaf PTE, so in addition to pages, Sv57 supports megapages, gigapages, terapages, and petap...",Requirement removed,"Any level of PTE may be a leaf PTE, so in addition to pages, Sv57 supports megapages, gigapages, terapages, and petapages, each of which must be virtually and physically aligned to a boundary equal to its size.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0240,requirement,removed,requirement_removed,"Bit 0, corresponding to instruction address-misaligned exceptions, must be writable if IALIGN=32.",,169,169,,"Bit 0, corresponding to instruction address-misaligned exceptions, must be writable if IALIGN=32.",Requirement removed,"Bit 0, corresponding to instruction address-misaligned exceptions, must be writable if IALIGN=32.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0241,requirement,removed,requirement_removed," For a hypervisor to benefit from the extension context status, it must have its own 21.2.",,178,178,," For a hypervisor to benefit from the extension context status, it must have its own 21.2.",Requirement removed," For a hypervisor to benefit from the extension context status, it must have its own 21.2.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0242,requirement,removed,requirement_removed,"HSV.D are not valid for RV32, of course.",,183,183,,"HSV.D are not valid for RV32, of course.",Requirement removed,"HSV.D are not valid for RV32, of course.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0243,requirement,removed,requirement_removed,the VMID) must be executed to order subsequent guest translations with the MODE change—even if the old MODE or new MO...,,185,185,,the VMID) must be executed to order subsequent guest translations with the MODE change—even if the old MODE or new MO...,Requirement removed,the VMID) must be executed to order subsequent guest translations with the MODE change—even if the old MODE or new MODE is Bare.,,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0244,requirement,removed,requirement_removed,"On a synchronous exception, if a nonzero value is written, one of the following shall be true about the value: 21.6.",,196,196,,"On a synchronous exception, if a nonzero value is written, one of the following shall be true about the value: 21.6.",Requirement removed,"On a synchronous exception, if a nonzero value is written, one of the following shall be true about the value: 21.6.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0245,requirement,removed,requirement_removed,"If satp.MODE (or vsatp.MODE when V=1) is set to Bare and the effective privilege mode is below M, shadow stack memory...",,205,205,,"If satp.MODE (or vsatp.MODE when V=1) is set to Bare and the effective privilege mode is below M, shadow stack memory...",Requirement removed,"If satp.MODE (or vsatp.MODE when V=1) is set to Bare and the effective privilege mode is below M, shadow stack memory accesses are prohibited, and shadow stack instructions will raise a store/AMO access-fault exception.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0246,requirement,removed,requirement_removed,"Implementation of an address-specific HFENCE.GVMA should either ignore the address argument, or should ignore the top...",,217,217,,"Implementation of an address-specific HFENCE.GVMA should either ignore the address argument, or should ignore the top...",Requirement removed,"Implementation of an address-specific HFENCE.GVMA should either ignore the address argument, or should ignore the top masked GPA bits of entries when comparing for an address match.",,Removed requirement,0.0
Critical Changes,Requirement changes,CHG-0247,requirement,added,requirement_added,"original CSR definition must specify that subfields can only be updated atomically, which may require a two-instructi...",,32,,32,"original CSR definition must specify that subfields can only be updated atomically, which may require a two-instructi...",Requirement added,,"original CSR definition must specify that subfields can only be updated atomically, which may require a two-instruction clear bit/set bit sequence in general that can be problematic if intermediate values are not legal.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0248,requirement,added,requirement_added,All bits that are reserved for future use must return zero when read.,,35,,35,All bits that are reserved for future use must return zero when read.,Requirement added,,All bits that are reserved for future use must return zero when read.,Added requirement,0.0
Critical Changes,Requirement changes,CHG-0249,requirement,added,requirement_added,0b11 | OR | XS==0b11 OR VS==0b11)). This allows privileged code to quickly determine when no additional context save ...,,47,,47,0b11 | OR | XS==0b11 OR VS==0b11)). This allows privileged code to quickly determine when no additional context save ...,Requirement added,,0b11 | OR | XS==0b11 OR VS==0b11)). This allows privileged code to quickly determine when no additional context save is required beyond the integer register set and pc. 3.1. Machine-Level CSRs | Page,Added requirement,0.0
Critical Changes,Requirement changes,CHG-0250,requirement,added,requirement_added,"The floating-point unit state is always initialized, saved, and restored using standard instructions (F, D, and/or Q)...",,48,,48,"The floating-point unit state is always initialized, saved, and restored using standard instructions (F, D, and/or Q)...",Requirement added,,"The floating-point unit state is always initialized, saved, and restored using standard instructions (F, D, and/or Q), and privileged code must be aware of FLEN to determine the appropriate space to reserve for each f register.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0251,requirement,added,requirement_added,Machine-level software must be more conservative in saving and restoring the extension state in their corresponding v...,,48,,48,Machine-level software must be more conservative in saving and restoring the extension state in their corresponding v...,Requirement added,,Machine-level software must be more conservative in saving and restoring the extension state in their corresponding version of the context.,Added requirement,0.0
Critical Changes,Requirement changes,CHG-0252,requirement,added,requirement_added," In any reasonable use case, the number of context switches between user and supervisor level should far outweigh th...",,48,,48," In any reasonable use case, the number of context switches between user and supervisor level should far outweigh th...",Requirement added,," In any reasonable use case, the number of context switches between user and supervisor level should far outweigh the number of context switches to other privilege levels.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0253,requirement,added,requirement_added,"Note that coprocessors should not require their context to be saved and restored to service asynchronous interrupts, ...",,48,,48,"Note that coprocessors should not require their context to be saved and restored to service asynchronous interrupts, ...",Requirement added,,"Note that coprocessors should not require their context to be saved and restored to service asynchronous interrupts, unless the interrupt results in a user-level context swap.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0254,requirement,added,requirement_added,"partial$bytefield/mtvec.edn The mtvec register must always be implemented, but can contain a read-only value.",,48,,48,"partial$bytefield/mtvec.edn The mtvec register must always be implemented, but can contain a read-only value.",Requirement added,,"partial$bytefield/mtvec.edn The mtvec register must always be implemented, but can contain a read-only value.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0255,requirement,added,requirement_added,"Similarly, an implementation shall not fix as read-only one any bits of mideleg corresponding to machine-level interr...",,49,,49,"Similarly, an implementation shall not fix as read-only one any bits of mideleg corresponding to machine-level interr...",Requirement added,,"Similarly, an implementation shall not fix as read-only one any bits of mideleg corresponding to machine-level interrupts (but may do so for lower-level interrupts).",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0256,requirement,added,requirement_added,not writable must be read-only zero.,,51,,51,not writable must be read-only zero.,Requirement added,,not writable must be read-only zero.,Added requirement,0.0
Critical Changes,Requirement changes,CHG-0257,requirement,added,requirement_added,The USEED and SSEED fields of the mseccfg CSR must have defined reset values.,,70,,70,The USEED and SSEED fields of the mseccfg CSR must have defined reset values.,Requirement added,,The USEED and SSEED fields of the mseccfg CSR must have defined reset values.,Added requirement,0.0
Critical Changes,Requirement changes,CHG-0258,requirement,added,requirement_added,The system must not allow them to be in an undefined state after reset.,,70,,70,The system must not allow them to be in an undefined state after reset.,Requirement added,,The system must not allow them to be in an undefined state after reset.,Added requirement,0.0
Critical Changes,Requirement changes,CHG-0259,requirement,added,requirement_added, The Sv32 page-based virtual-memory scheme described in Sv32: Page-Based 32-bit Virtual-Memory Systems supports 34-b...,,77,,77, The Sv32 page-based virtual-memory scheme described in Sv32: Page-Based 32-bit Virtual-Memory Systems supports 34-b...,Requirement added,," The Sv32 page-based virtual-memory scheme described in Sv32: Page-Based 32-bit Virtual-Memory Systems supports 34-bit physical addresses for RV32, so the PMP scheme must support addresses wider than XLEN for RV32.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0260,requirement,added,requirement_added," It is not possible to represent the address 2XLEN+2 as the top of a range, so, for example, in an RV32 system with ...",,78,,78," It is not possible to represent the address 2XLEN+2 as the top of a range, so, for example, in an RV32 system with ...",Requirement added,," It is not possible to represent the address 2XLEN+2 as the top of a range, so, for example, in an RV32 system with 34-bit physical addresses, a TOR PMP cannot be used to give less-privileged modes access to the uppermost word of memory.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0261,requirement,added,requirement_added,Implementations with virtual memory are permitted to perform address translations speculatively and earlier than requ...,,80,,80,Implementations with virtual memory are permitted to perform address translations speculatively and earlier than requ...,Requirement added,,"Implementations with virtual memory are permitted to perform address translations speculatively and earlier than required by an explicit memory access, and are permitted to cache them in address translation cache structures—including possibly caching the identity mappings from effective address to physical address used in Bare translation modes and M-mode.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0262,requirement,added,requirement_added,Bits on pmpcfg register Result L R W X M Mode S/U Mode 0 0 0 0 Inaccessible region (Access Exception) 0 0 0 1 Access ...,,93,,93,Bits on pmpcfg register Result L R W X M Mode S/U Mode 0 0 0 0 Inaccessible region (Access Exception) 0 0 0 1 Access ...,Requirement added,,"Bits on pmpcfg register Result L R W X M Mode S/U Mode 0 0 0 0 Inaccessible region (Access Exception) 0 0 0 1 Access Exception Execute-only region 0 0 1 0 Shared data region: Read/write on M mode, read-only on S/U mode 0 0 1 1 Shared data region: Read/write for both M and S/U mode 0 1 0 0 Access Exception Read-only region 0 1 0 1 Access Exception Read/Execute region 0 1 1 0 Access Exception Read/Write region 0 1 1 1 Access Exception Read/Write/Execute region 1 0 0 0 Locked inaccessible region* (Access Exception) 1 0 0 1 Locked Execute-only region* Access Exception 1 0 1 0 Locked Shared code region: Execute only on both M and S/U mode.* 1 0 1 1 Locked Shared code region: Execute only on S/U mode, read/execute on M mode.* 1 1 0 0 Locked Read-only region* Access Exception 1 1 0 1 Locked Read/Execute region* Access Exception 1 1 1 0 Locked Read/Write region* Access Exception 1 1 1 1 Locked Shared data region: Read only on both M and S/U mode.* : *Locked rules cannot be removed or modified until a PMP reset, unless mseccfg.RLB is set.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0263,requirement,added,requirement_added,"For a Supervisor-level environment, extension Ssccfg (‘Ss’ for Privileged architecture and Supervisor-level extension...",,100,,100,"For a Supervisor-level environment, extension Ssccfg (‘Ss’ for Privileged architecture and Supervisor-level extension...",Requirement added,,"For a Supervisor-level environment, extension Ssccfg (‘Ss’ for Privileged architecture and Supervisor-level extension, ‘ccfg’ for Counter Configuration) provides access to delegated counters, and to new supervisor-level state.For a RISC-V hardware platform, Smcdeleg and Ssccfg must always be implemented in tandem.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0264,requirement,added,requirement_added,"A hypervisor running in S-mode without the benefit of the hypervisor extension of ""H"" Extension for Hypervisor Suppor...",,129,,129,"A hypervisor running in S-mode without the benefit of the hypervisor extension of ""H"" Extension for Hypervisor Suppor...",Requirement added,,"A hypervisor running in S-mode without the benefit of the hypervisor extension of ""H"" Extension for Hypervisor Support may need to emulate a device for U-mode if paravirtualization cannot be employed.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0265,requirement,added,requirement_added,The hart must not perform the memory access that caused the PTE update before the PTE update is globally visible.,,139,,139,The hart must not perform the memory access that caused the PTE update before the PTE update is globally visible.,Requirement added,,The hart must not perform the memory access that caused the PTE update before the PTE update is globally visible.,Added requirement,0.0
Critical Changes,Requirement changes,CHG-0266,requirement,added,requirement_added," This implies, for example, that an Sv48 implementation may not use two separate 4 B reads to non-atomically access ...",,141,,141," This implies, for example, that an Sv48 implementation may not use two separate 4 B reads to non-atomically access ...",Requirement added,," This implies, for example, that an Sv48 implementation may not use two separate 4 B reads to non-atomically access a single 8 B PTE, and that A/D bit updates performed by the implementation are treated as atomically updating the entire PTE, rather than just the A and/or D bit alone (even though the PTE value does not otherwise change).",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0267,requirement,added,requirement_added,"Any level of PTE may be a leaf PTE, so in addition to 4 KiB pages, Sv57 supports 2 MiB megapages, 1 GiB gigapages, 51...",,145,,145,"Any level of PTE may be a leaf PTE, so in addition to 4 KiB pages, Sv57 supports 2 MiB megapages, 1 GiB gigapages, 51...",Requirement added,,"Any level of PTE may be a leaf PTE, so in addition to 4 KiB pages, Sv57 supports 2 MiB megapages, 1 GiB gigapages, 512 GiB terapages, and 256 TiB petapages, each of which must be virtually and physically aligned to a boundary equal to its size.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0268,requirement,added,requirement_added," For a hypervisor to benefit from the extension context status, it must have its own copy in the HS-level sstatus, m...",,170,,170," For a hypervisor to benefit from the extension context status, it must have its own copy in the HS-level sstatus, m...",Requirement added,," For a hypervisor to benefit from the extension context status, it must have its own copy in the HS-level sstatus, maintained independently of a guest OS running in VS-mode.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0269,requirement,added,requirement_added,"Instructions HLV.WU, HLV.D, and HSV.D are not valid for RV32, of course.",,174,,174,"Instructions HLV.WU, HLV.D, and HSV.D are not valid for RV32, of course.",Requirement added,,"Instructions HLV.WU, HLV.D, and HSV.D are not valid for RV32, of course.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0270,requirement,added,requirement_added,"If hgatp.MODE is changed for a given VMID, an HFENCE.GVMA with rs1=x0 (and rs2 set to either x0 or the VMID) must be ...",,176,,176,"If hgatp.MODE is changed for a given VMID, an HFENCE.GVMA with rs1=x0 (and rs2 set to either x0 or the VMID) must be ...",Requirement added,,"If hgatp.MODE is changed for a given VMID, an HFENCE.GVMA with rs1=x0 (and rs2 set to either x0 or the VMID) must be executed to order subsequent guest translations with the MODE change—even if the old MODE or new MODE is Bare.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0271,requirement,added,requirement_added,"Specifically, these cases are: ⚫PMLEN=7 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MOD...",,183,,183,"Specifically, these cases are: ⚫PMLEN=7 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MOD...",Requirement added,,"Specifically, these cases are: ⚫PMLEN=7 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MODE=sv48x4 Implementation of an address-specific HFENCE.GVMA should either ignore the address argument, or should ignore the top masked GPA bits of entries when comparing for an address match.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0272,requirement,added,requirement_added,"On a synchronous exception, if a nonzero value is written, one of the following shall be true about the value: ⚫Bit 0...",,188,,188,"On a synchronous exception, if a nonzero value is written, one of the following shall be true about the value: ⚫Bit 0...",Requirement added,,"On a synchronous exception, if a nonzero value is written, one of the following shall be true about the value: ⚫Bit 0 is 1, and replacing bit 1 with 1 makes the value into a valid encoding of a standard instruction.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0273,requirement,added,requirement_added,"The fact that such a page table update must actually be atomic, not just a simple write, is ignored for the pseudoins...",,192,,192,"The fact that such a page table update must actually be atomic, not just a simple write, is ignored for the pseudoins...",Requirement added,,"The fact that such a page table update must actually be atomic, not just a simple write, is ignored for the pseudoinstruction.",Added requirement,0.0
Critical Changes,Requirement changes,CHG-0274,requirement,added,requirement_added," For adding Shared-region rules with executable privileges to share code segments between M-mode and S/U-mode, msecc...",,212,,212," For adding Shared-region rules with executable privileges to share code segments between M-mode and S/U-mode, msecc...",Requirement added,," For adding Shared-region rules with executable privileges to share code segments between M-mode and S/U-mode, mseccfg.RLB needs to be implemented, or else such rules can only be added together with mseccfg.MML being set on PMP Reset.",Added requirement,0.0
Content Changes,Modified notes,CHG-0275,note,modified,minor_wording_change,Note that the new count overflow interrupt will be treated as a standard local interrupt that is assigned to,,,,,Note that the new count overflow interrupt will be treated as a standard local interrupt that is assigned to,Note modified,Note that the new count overflow interrupt will be treated as a standard local interrupt that is assigned,Note that the new count overflow interrupt will be treated as a standard local interrupt that is assigned to,Changed '' to 'to',0.9859
Content Changes,Modified notes,CHG-0276,note,modified,minor_wording_change,"Note that the pointer masking setting that is applied only depends on the active privilege mode, not on the",,,,,"Note that the pointer masking setting that is applied only depends on the active privilege mode, not on the",Note modified,"Note that the pointer masking setting that is applied only depends on the active privilege mode, not on","Note that the pointer masking setting that is applied only depends on the active privilege mode, not on the",Changed '' to 'the',0.981
Content Changes,Modified notes,CHG-0277,note,modified,minor_wording_change,"Note that this includes cases where page-based virtual memory is not in effect; i.e., although",,,,,"Note that this includes cases where page-based virtual memory is not in effect; i.e., although",Note modified,"Note that this includes cases where page-based virtual memory is not in effect; i.e.,","Note that this includes cases where page-based virtual memory is not in effect; i.e., although",Changed '' to 'although',0.9497
Content Changes,Modified notes,CHG-0278,note,modified,minor_wording_change,"Note that external trap recording does not depend on EXCINH/INTRINH. Thus, when external",,,,,"Note that external trap recording does not depend on EXCINH/INTRINH. Thus, when external",Note modified,"Note that external trap recording does not depend on EXCINH/INTRINH. Thus, when","Note that external trap recording does not depend on EXCINH/INTRINH. Thus, when external",Changed '' to 'external',0.9461
Content Changes,Modified notes,CHG-0279,note,modified,minor_wording_change,Note that setting UXL/SXL/MXL to 1 and back to 0 does not preserve the previous values of,,,,,Note that setting UXL/SXL/MXL to 1 and back to 0 does not preserve the previous values of,Note modified,Note that setting UXL/SXL/MXL to 1 and back to 0 does not preserve the previous,Note that setting UXL/SXL/MXL to 1 and back to 0 does not preserve the previous values of,Changed '' to 'values of',0.9405
Content Changes,Modified notes,CHG-0280,note,modified,minor_wording_change,"Note that load and load-reserved instructions generate load exceptions, whereas store, store-conditional,",,,,,"Note that load and load-reserved instructions generate load exceptions, whereas store, store-conditional,",Note modified,"Note that load and load-reserved instructions generate load exceptions, whereas store, store-","Note that load and load-reserved instructions generate load exceptions, whereas store, store-conditional,","Changed 'store-' to 'store-conditional,'",0.9394
Content Changes,Modified notes,CHG-0281,note,removed,note_removed,"important, whereas software interrupts are used for inter-processor messaging.",,,,,"important, whereas software interrupts are used for inter-processor messaging.",Note removed,"important, whereas software interrupts are used for inter-processor messaging.",,Removed note,0.0
Content Changes,Modified notes,CHG-0282,note,removed,note_removed,"Note that this feature is intended to be used as a debug mechanism, or as a",,,,,"Note that this feature is intended to be used as a debug mechanism, or as a",Note removed,"Note that this feature is intended to be used as a debug mechanism, or as a",,Removed note,0.0
Content Changes,Modified notes,CHG-0283,note,removed,note_removed,"Note also that, for basic loads and stores, the transformations replace the instruction’s immediate",,,,,"Note also that, for basic loads and stores, the transformations replace the instruction’s immediate",Note removed,"Note also that, for basic loads and stores, the transformations replace the instruction’s immediate",,Removed note,0.0
Content Changes,Modified notes,CHG-0284,note,added,note_added,caution. If a multi-instruction read-modify-write to sctrstatus is performed while CTR is,,,,,caution. If a multi-instruction read-modify-write to sctrstatus is performed while CTR is,Note added,,caution. If a multi-instruction read-modify-write to sctrstatus is performed while CTR is,Added note,0.0
